"","Name","pos","exp","hgt","Team","conf","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating","year"
"270","Donovan Ivory","Wing G","Sr","6-6","Southern Miss","SB",31.6667,13.125,4.3333,1.75,1.375,0.375,0.398,0.434,0.889,1.49999999571429,1.16666667,51.7,58.09,19.5,112.9,106.577,0.4615,0.3443,1.74616,-0.348908,1.39726,38.2,2.1,73,2024
"271","Ody Oguama","PF/C","Sr","6-9","Cincinnati","B12",9.1852,2.4074,2.3333,0.2222,0.2593,0.5185,0.52,0.5,0.526,0.259299985962558,0.85692253,52.9,53.26,13.7,112.7,95.4407,0.6,0.3333,-1.24712,3.23329,1.98617,36.5,4.7,70,2024
"272","Courtney Brown Jr.","PF/C","Sr","6-7","St. Thomas","Sum",4.25,1.25,0.375,0,0,0.25,0,0,0.5,NA,0,0,25.64,17.3,66.5,108.6,NA,NA,-12.139,-3.38914,-15.5281,200,8.9,49,2024
"273","Tre' Williams","Wing G","Sr","6-6","Tulane","Amer",25.68,8.72,2.96,1.52,1,0.12,0.5,0.338,0.597,1.32000007051579,1.15151509,50.3,52.08,18.2,95.8,110.21,0.6119,0.3171,-1.61683,-0.815902,-2.43273,35.2,3.1,68,2024
"274","Tasos Kamateros","Stretch 4","Sr","6-8","Vanderbilt","SEC",15.8519,4.4815,1.963,0.1852,0.2222,0.1852,0.556,0.37,0.733,0.3704,0.5,55.6,57.01,13,114.3,115.605,0.6667,0.4444,0.104604,-0.467483,-0.362879,15.2,3.6,64,2024
"275","Charles Pride","Wing G","Sr","6-4","St. Bonaventure","A10",30.1667,10.9,5.7333,1.6333,1.1667,0.1,0.469,0.4,0.827,0.700000010285924,2.33328568,52.4,57.07,18.2,125.8,103.66,0.5625,0.3492,5.14646,0.554164,5.70063,32.7,2.2,81,2024
"276","Michael Green III","Pure PG","Sr","6-0","James Madison","SB",21.5278,7.25,1.25,3.3056,0.9167,0.0556,0.389,0.354,0.643,1.33330002234455,2.47926194,46.6,47.75,19.4,102.4,101.679,0.5217,0.2903,-1.53534,-0.0618836,-1.59722,11.8,3.9,71,2024
"277","Jamon Battle","Wing G","Sr","6-5","UNC Asheville","BSth",16,3.2188,2.6875,0.5938,0.4062,0.3438,0.477,0.231,0.429,0.687499992763767,0.8637091,45.5,45.47,12.1,92.5,108.277,0.5294,0.2857,-2.87401,-0.215388,-3.0894,26.9,2.9,62,2024
"278","Ryan Moffatt","Wing G","Sr","6-7","Colgate","Pat",29.5294,10.3529,4.3235,1.6765,0.9412,0.0588,0.524,0.374,0.741,0.617600037640263,2.71453999,54.7,56.62,17.1,117.8,100.334,0.5811,0.3871,1.99594,0.45867,2.45462,19.4,1.9,77,2024
"279","Trent Stephney","Scoring PG","Sr","6-2","UNC Asheville","BSth",17.3529,4.0588,1.8529,1.4706,0.8824,0.0882,0.5,0.393,0.65,0.617600020682419,2.38115277,56,58.18,12.6,113.3,106.125,0.4375,0.5714,-1.65098,1.4262,-0.224788,44,3.9,61,2024
"280","Timmy Kiggins","Combo G","Sr","6-0","Bryant","AE",1.3636,0.1818,0.1818,0.0909,0.0909,0,0.5,0,0,NA,NA,50,50,8.4,100.7,95.1671,0.5,NA,-6.83379,3.17254,-3.66125,0,4,41,2024
"281","Elijah Morgan","Wing G","Sr","6-1","The Citadel","SC",33.0312,14.4062,3.9375,1.4062,1.5,0,0.546,0.392,0.877,1.7499999284419,0.80354289,57.3,61.24,20.1,112.4,107.727,0.6786,0.4038,1.62962,0.102851,1.73247,26.8,2.6,72,2024
"282","Jarred Hyder","Scoring PG","Sr","6-3","Cal Poly","BW",33.96,10.32,2.6,2.48,1.24,0.24,0.336,0.32,0.833,2.07999989935484,1.19230775,41.6,44.45,20.6,86.6,112.744,0.325,0.3421,-2.14264,-2.02465,-4.16729,13.7,2,62,2024
"283","Evan Taylor","Wing F","Sr","6-6","Vanderbilt","SEC",23.375,8.0312,3.6562,0.2188,0.5625,0.3438,0.427,0.308,0.791,0.437500013746858,0.50011427,44.8,47.69,17.8,102.8,112.905,0.5,0.4051,-0.0338758,-0.648821,-0.682697,17.3,3.5,68,2024
"284","Ezra Manjon","Scoring PG","Sr","6-0","Vanderbilt","SEC",31.9333,14.6667,3.2,3.8333,1.1333,0.1667,0.469,0.318,0.826,2.0999998416769,1.82538109,47,53.33,25.6,106.8,113.545,0.5556,0.38,2.06494,0.234009,2.29895,39.8,1.8,80,2024
"285","Max Fiedler","C","Sr","6-11","Rice","Amer",29.9375,9.3125,9.25,5.2188,0.7812,0.8438,0.667,0,0.588,2.34380004035317,2.22664046,66,65.51,19.5,122.8,108.703,0.7188,0.3793,4.41587,1.36419,5.78006,26.7,3,84,2024
"286","Festus Ndumanya","PF/C","Sr","6-7","Southern","SWAC",8.75,0.5,2,0.25,0,0.25,0.1,0,0,0.5,0.5,10,10,17.1,38.8,103.97,0,0.2,-11.9801,-4.97198,-16.9521,0,6.9,51,2024
"287","Ade Adebayo","Wing G","Sr","6-5","UC Davis","BW",24,3.8966,3.0345,1.3103,0.8621,0.4483,0.525,0.188,0.667,1.17240000212236,1.11762197,47.3,51.57,10.5,93.9,103.022,0.5745,0.3333,-4.43151,1.33414,-3.09737,48,5,65,2024
"288","Ben Olesen","PF/C","Jr","6-0","Washington St.","P12",1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,110.795,NA,NA,-5.1659,-1.63506,-6.80095,0,0,30,2024
"289","Anthony Holland","Wing G","Sr","6-5","Washington","P12",12.2903,2.6129,1.4839,0.2258,0.3548,0.0968,0.25,0.368,1,0.12899999756054,1.75038763,53.5,54.8,9.4,118.7,107.799,0.25,NA,0.786069,1.27613,2.0622,5.6,4.3,68,2024
"290","Brandton Chatfield","C","Jr","6-10","Seattle","WAC",23.5135,9.4054,5.4054,0.5405,0.4054,0.8108,0.648,0.273,0.682,1.24319997788231,0.43476513,61.4,62.92,19,117.4,96.7465,0.7143,0.449,0.75829,1.19738,1.95567,37.1,5.3,75,2024
"291","Ryan Rapp","Wing G","Jr","6-5","Hawaii","BW",15.7667,3.8667,2.0667,1.1667,0.1333,0.0667,0.473,0.304,0.739,0.600000021599384,1.94449993,46.5,49.59,15.5,104.5,105.535,0.5333,0.4,-1.3617,-0.773622,-2.13532,22.8,4,58,2024
"292","Tylan Pope","PF/C","Jr","6-6","Nevada","MWC",9.4762,3.5714,2.1905,0.2381,0.1905,0.3333,0.49,0.25,0.75,0.571399965432822,0.41669586,47.4,51.08,21.9,97.4,98.9479,0.5833,0.2308,-3.30395,0.21423,-3.08972,28.1,6.9,68,2024
"293","Nobal Days","PF/C","Sr","6-9","Charleston Southern","BSth",12.7857,1.5,3.1071,0.5714,0.1786,0.4643,0.348,0.2,0.706,0.750000016407071,0.76186665,33.3,41.39,11.4,82.9,108.894,0.4545,0.25,-5.52652,0.439851,-5.08667,51.5,4.7,50,2024
"294","Alex Hemenway","Pure PG","Sr","6-4","Clemson","ACC",16,5.2,0.6,1.4,0.4,0.2,0,0.421,0.5,0.800000027428572,1.74999994,57.1,56.77,17,107.5,109.479,0,NA,1.24438,0.178692,1.42307,19,2.5,74,2024
"295","Jamir Chaplin","Wing G","Sr","6-5","Little Rock","OVC",33.8824,14.6765,6.4412,1.9412,1.2647,0.6176,0.659,0.361,0.714,1.41180001243361,1.37498228,62.9,64.72,18.7,127.2,103.08,0.7545,0.4557,3.76366,0.00796334,3.77162,36.2,3,77,2024
"296","B.J. Mack","Stretch 4","Sr","6-8","South Carolina","SEC",24.7647,13.6176,4.7353,1.2647,0.3235,0.4706,0.486,0.321,0.801,1.2647,1,48.4,53.76,27.6,109.9,104.306,0.604,0.3727,3.8653,0.142931,4.00823,37.2,3.6,80,2024
"297","Chase Hunter","Combo G","Sr","6-4","Clemson","ACC",32.75,12.8611,2.6111,3.2222,0.7222,0.3333,0.5,0.311,0.85,1.77780001391806,1.81246483,48.7,53.75,21.6,107.8,108.84,0.5966,0.3925,1.60459,0.641991,2.24658,30,2.2,84,2024
"298","Al-Amir Dawes","Combo G","Sr","6-2","Seton Hall","BE",35.0541,14.973,2.8378,2.2973,1.1622,0.1081,0.451,0.389,0.935,1.94589988357381,1.18058489,52,56.17,20.6,112,107.339,0.5607,0.3426,2.26685,0.576525,2.84338,20.7,1.7,82,2024
"299","Ken Evans Jr.","Wing G","Jr","6-5","Jackson St.","SWAC",35.75,18.7812,5.4375,2.9062,1.2812,0.2188,0.418,0.392,0.779,2.9062,1,47.6,53.57,26.9,106.1,108.861,0.4825,0.362,2.32548,-1.80648,0.519003,44,2.1,69,2024
"300","Rocket Watts","Combo G","Sr","6-2","Oakland","Horz",17.1515,7.6667,1.6667,1.6364,0.6364,0.0303,0.48,0.25,0.836,1.39390004501554,1.17397227,44.8,50.23,26.2,98.4,108.552,0.5806,0.4545,-1.7972,-0.968081,-2.76529,30.5,2.8,65,2024
"301","Malik Hall","Wing F","Sr","6-8","Michigan St.","B10",28.6,12.6571,5.7143,1.8857,0.5143,0.2857,0.573,0.328,0.728,1.42859996831882,1.31996363,55.7,59.01,22,115.5,101.817,0.7396,0.4717,3.45388,1.9297,5.38358,39.6,3.2,86,2024
"302","Tyrell Jones","Combo G","Sr","6-2","South Alabama","SB",31.6875,12.6875,3.7812,2.0312,1.5312,0.0938,0.446,0.349,0.781,2.09380014356014,0.97010214,48.2,55,22.3,103.1,106.441,0.4696,0.3636,0.158271,0.264268,0.42254,52.7,2.1,73,2024
"303","Allen Flanigan","Wing G","Sr","6-6","Mississippi","SEC",30.7188,14.7812,6.0312,2.7812,1.4688,0.7188,0.462,0.273,0.817,2.25000005258522,1.23608886,45.4,52.64,26.6,104.6,104.956,0.5814,0.3784,1.77644,1.00742,2.78387,45.8,3.2,83,2024
"304","Jaylin Williams","Wing F","Sr","6-8","Auburn","SEC",24.1176,12.4118,4.4412,1.9118,0.7059,0.6765,0.659,0.395,0.832,1.14709995724506,1.66663767,63.8,67.42,20.1,129.9,97.7261,0.7593,0.507,6.86947,3.0689,9.93837,38.1,2.9,90,2024
"305","Steven Izzo","PF/C","Sr","5-8","Michigan St.","B10",1.3,0.3,0.4,0.2,0,0,0.333,0,0.333,0.1,2,25,27.65,27.9,71.7,99.9991,0,0.5,-8.47199,-1.30446,-9.77645,75,6.2,39,2024
"306","John Buggs III","Combo G","Jr","6-2","North Texas","Amer",29.0345,7.3103,2.069,0.8621,0.5172,0.0345,0.375,0.45,0.889,0.620700000131037,1.38891574,64,65.72,10.2,132.2,108.579,0.6667,0.3077,1.03996,0.611505,1.65146,13.2,2.6,75,2024
"307","Khalif Battle","Wing G","Sr","6-5","Arkansas","SEC",24.6875,14.75,3.2812,1.3125,0.8125,0.25,0.452,0.353,0.873,1.5,0.875,48.8,59.87,26.5,114.5,110.246,0.5102,0.3559,3.6868,0.00251957,3.68932,72.7,3.7,79,2024
"308","Ellis Magnuson","Pure PG","Sr","6-1","Eastern Washington","BSky",25.5,3.1562,2.3125,4.5312,0.9062,0.0938,0.537,0.345,0.781,1.43750002300025,3.15213908,52.9,58.1,11.7,117.3,112.419,0.625,0.4118,-0.834027,-0.659157,-1.49318,45.7,3.3,69,2024
"309","Boogie Ellis","Combo G","Sr","6-3","USC","P12",33.6552,16.4828,3.4828,2.9655,1.4483,0.1379,0.439,0.418,0.72,1.79309993377956,1.65383978,54.2,56.48,23,110.1,107.289,0.55,0.3407,3.67077,0.409414,4.08018,24.5,2.2,84,2024
"310","Titus Wright","C","Sr","6-8","Western Michigan","MAC",18.2812,6,4.2812,0.8438,0.4688,0.375,0.552,0,0.526,1.43749998615823,0.58699131,55.2,55.21,19.7,99.9,107.74,0.6404,0.4107,-2.64454,-0.776761,-3.4213,39.3,5.8,58,2024
"311","Josh Corbin","Combo G","Sr","6-3","Robert Morris","Horz",33.5862,13.4138,3.1379,3.1724,0.4828,0,0.416,0.353,0.845,1.89660001446424,1.67267741,50.2,53.94,20,110.2,115.721,0.4545,0.3636,0.623916,-2.75762,-2.1337,22.8,1.7,67,2024
"312","Dante Wilcox","Wing F","Sr","6-6","FIU","CUSA",11.7812,2.4688,1.7812,0.8125,0.4688,0.375,0.489,0.667,0.8,0.718800005810558,1.13035614,54.9,59.5,12.5,103.3,108.873,0.5833,0.381,-3.45547,-0.0336679,-3.48914,39.2,5.5,47,2024
"313","Fred Cleveland Jr.","Scoring PG","Sr","5-9","North Carolina Central","MEAC",33,15.3103,3.931,5.3103,1.6207,0.0345,0.399,0.335,0.779,2.6552000637972,1.99996229,45.5,49.98,26,103.4,104.77,0.4286,0.3718,1.64454,-1.20054,0.443994,29.6,2.4,73,2024
"314","August Mahoney","Combo G","Sr","6-4","Yale","Ivy",27.1515,10.3333,2.4848,1.303,0.6061,0.0606,0.537,0.445,0.85,0.878799992203432,1.4827037,62.8,65.87,16,124,107.572,0.6579,0.3793,2.24258,0.28231,2.52489,27,3.3,78,2024
"315","Spencer Jones","Wing G","Sr","6-7","Stanford","P12",29.04,11.68,4.08,2,1.44,0.8,0.479,0.409,0.645,1.32000005676,1.51515145,55.8,57.15,19.8,110.5,104.273,0.5893,0.3158,3.41718,2.25824,5.67542,27.4,3.3,82,2024
"316","Chase Claxton","Wing F","Sr","6-7","Winthrop","BSth",21.875,2.9375,3.5938,0.6562,0.75,0.8438,0.64,0.235,0.581,0.312500004464626,2.09983997,47.5,50.99,7.7,114.8,104.203,0.6667,0,-0.689054,2.28808,1.59903,72.9,3.5,66,2024
"317","Neal Begovich","C","Sr","6-9","Duke","ACC",2,0.25,0.5,0,0,0,0,0,1,NA,NA,0,20.2,14.1,65.3,102.614,0,NA,-6.07079,-5.44166,-11.5125,50,0,42,2024
"318","James Keefe","C","Sr","6-9","Stanford","P12",9.8065,2.4194,2.3226,0.4839,0.3226,0.1613,0.536,0,0.429,0.387100003962195,1.25006457,53.6,51.64,15,103.1,104.014,0.5946,0.4211,-2.05596,1.58033,-0.475633,62.5,5.3,65,2024
"319","Christian Ings","Combo G","Sr","6-2","Norfolk St.","MEAC",21.3871,8.7742,2.0968,2.1613,0.8065,0.1613,0.489,0.341,0.753,1.48389999402472,1.45649977,49.5,54.17,22.2,104.3,105.271,0.4865,0.4925,0.134268,-1.42478,-1.29052,39.5,2.2,68,2024
"320","Oumar Ballo","C","Sr","7-0","Arizona","P12",25.9167,12.9167,10.1389,0.8056,0.9444,1.25,0.658,0,0.495,1.38890007131216,0.58002733,65.8,62.47,21.5,119.7,91.605,0.7301,0.3636,5.41055,2.69811,8.10865,68.3,3.2,91,2024
"321","Tyreke Locure","Scoring PG","Sr","6-0","Louisiana Monroe","SB",29.3,11.1333,4,3.1667,1.9333,0.0667,0.342,0.352,0.652,2.00000007578868,1.58334994,42.6,46.7,22.3,96.2,106.651,0.4333,0.2154,-1.52301,0.733138,-0.789868,39.6,4.3,68,2024
"322","Jimmy Clark III","Scoring PG","Sr","6-3","Duquesne","A10",31.027,15,3.3243,3.8108,2.3243,0.2432,0.473,0.322,0.713,2.756799872447,1.3823274,47.7,51.24,28.7,99.7,98.3361,0.483,0.4602,1.75948,2.92748,4.68696,31.2,3.2,83,2024
"323","Josiah Allick","Wing F","Sr","6-8","Nebraska","B10",23.9091,7.303,5.4242,1.3636,0.5758,0.3636,0.581,0.364,0.644,1.03030000800908,1.323498,57.6,60.13,16.2,118.8,101.669,0.6373,0.3704,1.79155,1.81541,3.60696,68.9,3.3,80,2024
"324","Shykeim Phillips","Scoring PG","Sr","6-2","UNC Wilmington","CAA",26.1935,14.0645,3.2258,3.7097,1.871,0.1613,0.542,0.342,0.802,0.999999970348007,3.70970011,53.8,57.83,26.3,123.5,104.036,0.6724,0.4392,4.62881,2.87593,7.50474,31.8,4,82,2024
"325","Keli Leaupepe","Wing F","Sr","6-6","Loyola Marymount","WCC",28.4762,9.9048,5.2381,1.1905,0.619,0.0952,0.495,0.304,0.776,1.33329997376854,0.89289734,47.8,52.08,19.5,106.4,109.43,0.5333,0.4242,-0.0249042,-0.412605,-0.437509,30.2,3.8,73,2024
"326","Anton Watson","Wing F","Sr","6-8","Gonzaga","WCC",31.4,14.5143,7.1429,2.5714,1.5143,0.6571,0.6,0.408,0.656,1.37140003623858,1.87501818,60.2,61.47,20.9,125.5,97.5125,0.7607,0.3937,5.88731,3.29357,9.18087,36,3,90,2024
"327","Charles Thompson","PF/C","Sr","6-7","Towson","CAA",28.2059,9.5882,8.2353,2.0882,0.7941,1.3824,0.5,0,0.593,2.02940002171289,1.02897407,50,52.63,21.8,104.9,96.1206,0.6164,0.3152,0.886748,2.54646,3.43321,56.7,3.6,81,2024
"328","Keeshawn Barthelemy","Scoring PG","Sr","6-1","Oregon","P12",23,7.9444,2.1667,2.3333,0.9444,0.1111,0.5,0.385,0.667,1.05559999393413,2.21040168,52.6,54.48,18.4,108.8,106.748,0.5417,0.4815,0.80129,1.01225,1.81354,25.6,2.3,79,2024
"329","Ben Wight","C","Jr","6-9","Toledo","MAC",8.8696,1.3043,1.5217,0.1304,0.087,0.1304,0.435,0,0.625,0.478299998562166,0.27263224,43.5,49.02,11.4,92.6,111.472,0.5833,0.2727,-5.55016,-1.7962,-7.34637,69.6,7.1,55,2024
"330","N'Faly Dante","C","Sr","6-11","Oregon","P12",31.4091,17,9.1818,1.5909,1.7273,1.8636,0.695,0,0.613,2.36360011255663,0.6730834,69.5,68.57,24.2,120.1,96.6838,0.8125,0.3833,7.17102,4.48474,11.6558,50.5,2.7,91,2024
"331","Trey Calvin","Scoring PG","Sr","6-0","Wright St.","Horz",35.3548,19.5806,2.3871,4.2258,1.4839,0.129,0.524,0.404,0.893,1.99999998106867,2.11290002,55.3,60.39,24.6,120.3,114.496,0.5652,0.5158,3.77668,-1.84008,1.9366,31.7,2.6,78,2024
"332","Bryan Antoine","Combo G","Sr","6-5","Radford","BSth",29.5312,11.375,3.5625,1.6562,1.4062,0.6875,0.391,0.392,0.897,1.15620001858214,1.43245111,48.2,54.14,19.9,111.6,108.582,0.4222,0.3774,2.08398,0.582528,2.6665,31,2.6,74,2024
"333","Luke Bumbalough","Scoring PG","Sr","6-1","Niagara","MAAC",32.5,8.9062,2.5,3.375,0.5938,0.0625,0.342,0.364,0.825,1.78120005564522,1.89478997,48,51.83,17.4,100.5,109.664,0.3226,0.3542,-1.14427,-2.03516,-3.17943,23.4,1.8,66,2024
"334","Jay Heath","Combo G","Sr","6-3","Georgetown","BE",27.5625,8.25,2.8125,1.875,0.6562,0.0938,0.348,0.372,0.705,1.28120004835898,1.46347169,46.2,48.37,17.1,99.9,117.033,0.4464,0.2542,-0.793343,-1.17783,-1.97117,17.5,2.4,70,2024
"335","Julian Rishwain","Wing G","Sr","6-5","Florida","SEC",7.625,1.625,1.625,0.75,0.25,0,0,0.4,0.5,NA,NA,54.5,54.39,9.1,144.7,106.267,NA,0,0.249064,2.21373,2.46279,18.2,5.2,67,2024
"336","CJ Felder","C","Sr","6-8","McNeese St.","Slnd",19.0455,6.2727,4.2727,0.5,0.5455,0.8636,0.7,0.5,0.74,1.22730004250876,0.40739834,70.1,72.06,16.4,121.9,97.2775,0.7188,0.5,-0.636778,0.641414,0.00463595,69.4,5.6,71,2024
"337","Tre Jackson","Combo G","Sr","6-1","Western Carolina","SC",33.25,13.5625,3,1.8125,1,0.0312,0.402,0.373,0.868,1.28120004866086,1.4146893,50.9,52.89,19.7,108.6,104.478,0.4,0.4026,0.849494,-0.0842113,0.765282,11,2.3,74,2024
"338","KK Curry","Wing G","Sr","6-6","Tennessee Martin","OVC",22.2258,7.5806,3.9677,0.8387,0.9355,0.4516,0.491,0.31,0.731,1.09679998045716,0.76467908,48.5,55.47,16.6,108.2,105.036,0.5455,0.25,-1.12744,0.116124,-1.01132,67.9,3.4,65,2024
"339","Jacob Johnson","Wing G","Jr","6-5","Middle Tennessee","CUSA",28.5152,5.6364,4.1515,0.9697,0.6061,0.3333,0.46,0.333,0.609,1.15150000717832,0.84211897,46.1,50.67,12.6,96.7,107.881,0.5122,0.3571,-2.80933,0.0407773,-2.76855,72.4,2.5,64,2024
"340","Anthony Walker","Wing F","Sr","6-8","Indiana","B10",14.0938,5.0625,2.3438,0.7812,0.1875,0.3438,0.545,0.118,0.75,0.65619999672236,1.19049071,49.1,55.33,18.7,106.8,108.948,0.6842,0.3571,0.15909,0.97144,1.13053,55.2,3.2,67,2024
"341","Keishawn Davidson","Scoring PG","Sr","6-2","Belmont","MVC",30.1212,8.8788,2.8182,3.8182,1.1212,0.1515,0.453,0.352,0.833,1.48479993907428,2.57152489,49.4,53.94,16.8,108.5,108.285,0.5366,0.4,-0.252936,0.365765,0.112829,28.6,2.3,77,2024
"342","Anthony Selden","Wing F","Sr","6-6","Rice","Amer",16.3793,5.5172,2.4483,0.4828,0.3793,0.6552,0.475,0.25,0.655,0.99999997928749,0.48280001,45,49.2,20.7,93,111.943,0.5455,0.3333,-2.9294,-1.24259,-4.17199,44.3,4.3,57,2024
"343","Tom Welch","PF/C","Sr","6-8","Loyola Chicago","A10",7.6129,2.5806,1.7419,0.6774,0.2258,0.1613,0.595,0.231,0.75,0.645200021864794,1.04990697,53.6,57.98,20.1,106.9,99.1467,0.6857,0.1429,-0.981712,1.69671,0.714999,43.6,6.5,65,2024
"344","Ja'Monta Black","Wing G","Sr","6-4","Austin Peay","ASun",35.7714,12.0286,3.6286,0.7714,1.0571,0.0857,0.447,0.396,0.769,0.485700028451293,1.58822309,57.5,59.32,13.5,124.2,114.365,0.381,0.5294,1.60149,-1.86686,-0.265368,18.1,2,68,2024
"345","Marquise Kennedy","Wing G","Sr","6-1","Illinois Chicago","MVC",16.3571,4.75,2.75,1.1071,0.9286,0.25,0.524,0.067,0.727,0.964299970612847,1.14808673,45.9,52.39,18.1,98.1,100.05,0.5417,0.5,-2.88572,2.45025,-0.435464,56.7,4.1,68,2024
"346","Abdoul Karim Coulibaly","PF/C","Sr","6-9","UMass Lowell","AE",16.8,8.5,4.5,0.3,0.7,0.8,0.551,0.667,0.667,0.899999928000006,0.33333336,57.7,59.2,20.1,112.7,94.624,0.6286,0.3571,1.4835,1.86006,3.34356,28.8,4.7,74,2024
"347","Gerald Drumgoole Jr.","Wing G","Sr","6-5","Delaware","CAA",28.5758,13.8788,3.7576,2.3939,0.3939,0.1818,0.51,0.375,0.64,1.54550009013534,1.54894847,54.1,55.87,24.7,108.9,106.586,0.55,0.4222,3.25031,-1.15361,2.0967,33,2,75,2024
"348","Tyem Freeman","Wing G","Sr","6-5","Kent St.","MAC",14.0333,5.5667,2,0.5667,0.3667,0.2333,0.453,0.472,0.767,0.633300028553819,0.89483653,56.8,59.43,18.6,113.8,106.526,0.5238,0.3182,1.88135,-0.519859,1.36149,25.6,3.6,62,2024
"349","Jacco Fritz","PF/C","Sr","6-10","Hofstra","CAA",25.7188,6.8438,5.125,1.7812,0.625,0.9375,0.672,0.333,0.563,1.37499995947255,1.29541822,66.8,65.29,15.7,117.5,103.597,0.729,0.4167,-1.53977,1.92016,0.380387,53,5,76,2024
"350","Jovan Stulic","Stretch 4","Sr","6-6","Southern Illinois","MVC",13.45,4.1,2.45,0.6,0.5,0.15,0.5,0.262,0.867,0.349999980458334,1.71428581,43,47.8,16,100,101.304,0.4444,0.75,-1.99928,0.74587,-1.25341,23.4,3.5,60,2024
"351","Ryan Wade","Combo G","Sr","6-2","Green Bay","Horz",10.65,0.9,0.75,1.2,0.1,0.15,0.25,0.111,1,0.8499999915,1.41176472,19.2,22.26,14.9,49.9,111.42,0.25,0.25,-9.41862,-2.13724,-11.5559,7.7,3.3,42,2024
"352","Armon Harried","Wing G","Sr","6-5","Binghamton","AE",31.8,11.2333,5.6667,2.7,0.7333,0.5333,0.43,0.326,0.661,2.0666999390048,1.30643058,43.9,48.5,22,96,108.181,0.5194,0.3131,-1.50438,-1.35409,-2.85847,45.8,3.1,68,2024
"353","Tyler Wahl","Wing F","Sr","6-9","Wisconsin","B10",28.3889,10.6111,5.4167,1.8889,1.0833,0.5556,0.556,0.188,0.659,1.66669997595996,1.13331735,54,56.9,21.2,111,103.472,0.6129,0.4028,2.95523,2.41211,5.36734,48.4,3.7,85,2024
"354","Nate Lliteras","Wing F","Jr","6-6","North Florida","ASun",26.9032,10.3871,4.2258,1.1613,0.8065,0.7097,0.555,0.344,0.786,1.2903000722648,0.9000232,53.4,55.77,19.3,106.1,111.295,0.6563,0.413,0.149559,-1.12203,-0.972474,18.1,2.5,68,2024
"355","KyKy Tandy","Combo G","Sr","6-2","Jacksonville St.","CUSA",31.5,17.8438,2.5625,1.375,1.125,0.125,0.445,0.373,0.882,2.28119995099153,0.60275295,49.9,55.06,27.2,106.9,105.277,0.4414,0.4495,3.30367,-1.04463,2.25904,28.8,2.1,73,2024
"356","Osborn Shema","Stretch 4","Sr","7-0","Iona","MAAC",20.2609,5.1304,2.7826,0.7391,0.6522,0.8696,0.45,0.343,0.765,0.521700039375612,1.41671448,49.1,51.27,13.4,106.9,104.626,0.6471,0.3043,-1.11089,-0.244414,-1.35531,15.9,2.7,72,2024
"357","Jason Murphy","C","Jr","6-9","North Carolina A&T","CAA",25.65,6.4,6.1,0.5,0.4,1.1,0.444,0,0.525,0.8000000128,0.62499999,43.6,46.05,16.6,98.5,113.609,0.5,0.3125,-3.63242,-1.69651,-5.32894,55.5,4.8,61,2024
"358","Josh Cohen","Wing F","Sr","6-10","Massachusetts","A10",28.9355,15.9355,6.8387,1.7097,0.9032,0.5161,0.567,0.344,0.696,1.51610005682205,1.12769602,56.2,60.44,24.6,121.3,101.744,0.6944,0.4275,5.10736,0.632305,5.73967,69.7,3.5,83,2024
"359","Dieonte Miles","C","Sr","7-0","Morehead St.","OVC",20.7812,4.9688,4.9688,0.7188,0.3125,1.125,0.586,0,0.56,0.812499993641747,0.88467693,58,58.17,13.1,115.6,101.65,0.6338,0.375,-2.50899,1.06044,-1.44855,56.8,5.7,69,2024
"360","Rienk Mast","Stretch 4","Jr","6-10","Nebraska","B10",29.75,12.3438,7.5312,2.9688,0.4062,0.5,0.482,0.344,0.838,1.81249995650073,1.63795866,49.4,52.77,23.3,108.7,100.742,0.618,0.3893,3.35051,1.48533,4.83584,19.9,2.6,85,2024
"361","Antonio Thomas","Combo G","Sr","6-2","Evansville","MVC",25.3714,7.4857,2.2,1.6857,0.8,0.0286,0.437,0.327,0.877,1.48569995941625,1.13461671,45.1,52.59,17.6,96.7,109.831,0.5408,0.2453,-2.73318,-0.625207,-3.35839,39.9,2.2,65,2024
"362","Benjamin Bosmans-Verdonk","C","Sr","6-9","South Carolina","SEC",9.7059,2.4706,2.8824,0.4706,0.1765,0.1765,0.607,0,0.667,0.7058999964705,0.66666667,60.7,62.31,17.3,114.5,104.386,0.7368,0.3333,-0.99924,0.102089,-0.897151,42.9,7,65,2024
"363","Daylen Williams","Wing F","Sr","6-8","UT Rio Grande Valley","WAC",33.6452,10.8387,7.1935,2.4839,1.2581,0.4839,0.48,0.231,0.77,2.35479990822736,1.05482423,45.5,54.41,18,98,108.91,0.4762,0.4848,-1.19643,-0.624357,-1.82079,70.5,2.6,70,2024
"364","Noel Coleman","Wing G","Sr","6-2","Hawaii","BW",32.5588,13.5882,3.4118,1.3824,1.1765,0.1765,0.553,0.351,0.841,1.47059996840508,0.9400245,53.9,58.58,19.9,110.9,102.283,0.6034,0.3889,1.322,0.655892,1.97789,33.1,1.8,74,2024
"365","Sabry Philip","Wing G","Sr","6-4","Stony Brook","CAA",10.2963,2.037,2.2222,0.2963,0.2222,0.037,0.639,0,0.571,0.333299999583797,0.8889889,57.5,57.7,11,110.4,106.134,0.8095,0.4,-3.32452,0.13997,-3.18455,17.5,5.2,50,2024
